tweet,username,likes_count,date,sentiment2cat,sentiment3cat
[done] s | e - maid - wow - maid - my user is: tvtime,timbertation,0,2021-10-11,pos,pos
finishing the last few minutes of maid and i loveddd it so muchh! like im so happy for alex and maddyy 🥲two hearts,youngratchet__,1,2021-10-11,pos,pos
"the scene where shes trying to get a flat for her daughter &amp; herself but no landlord wants them because she receives benefits .. all too familiar, i imagine for every single mother. i've been there, i still have the emails. maid benefits welfare singleparents netflix",natnorthlondon,5,2021-10-11,pos,pos
everyone who has recommended maid (on netflix) to me is % correct: this show is great.,lulamaybelle,64,2021-10-11,pos,pos
poor alex and women in real life going through this maid,danzi519,0,2021-10-11,neg,neg
"finished maid on netflix. what an incredible series. it is a tough watch; covering emotional abuse, domestic violence, alcoholism, mental health and the very real struggles of single parenthood. amazing acting and a heartbreaking yet inspirational true story, so so good heart",natnorthlondon,7,2021-10-11,pos,pos
"""before he hits u he hits near u""~netflix is maid shout out to those of us who left before he got the chance. though emotional scars can be just as deep and take almost twice the time to heal may you continue to not just survive but to thrive happydomesticviolenceawarenessmonth",wild_n_holy_,0,2021-10-10,pos,pos
we call a place home because we love each other in it.maid,sezzat81,0,2021-10-10,pos,pos
she needs to know how to lie and why did not she just use regina is address when i first started watching this i was feeling sorry for her but now she is just too damn dumb for me maid,barbaradrinkwat,0,2021-10-10,neg,neg
anyone else feel the need to decompress after taking in a tv show like maid ? it was so heavy that i literally had to turn something silly on to feel ok to go on about the rest of my day. pleadingrofl netflix,storytellerjm,2,2021-10-10,neg,pos
just started maid on netflix,lolitamone,2,2021-10-10,pos,neu
sean mc... make the girl lose her apartment symbols over mouth maid,she_is_nisa,0,2021-10-10,pos,neg
"i’m just not drawn to it at all, anything i’ve read about it does not appeal, watched the first mins, it just did not hold my attention. think i’ll swerve it tbh. maid on the other hand,so worth the binge, but having lived the single mom life it was a bit close to home cry",nihaolain,3,2021-10-10,pos,neg
maid is definitely the best show on netflix right now.,blackintrovert_,0,2021-10-10,pos,pos
i've just watched episode s | e of maid! maid tvtime,lacaparouja,0,2021-10-10,pos,neu
"maid…. absolutely fantastic, a massive applause clapping hands light skin tone to all involved especially",lesleyf16818169,1,2021-10-10,pos,pos
alex is tf dumb maid,momishx2,1,2021-10-10,neg,neg
"this is the first ref that i've ever made officially of a character! it took time due to my studies, but was really fun. this is arima vita, and she is the only oc that i ever really had! voidkin hat asylum housekeeper lady maid reference sheet woman arima vita",lifeasidelove,0,2021-10-10,pos,pos
who tf told me watch this maid,momishx2,0,2021-10-10,pos,neu
emmy award worthy performance maid,bestofmargaret,89,2021-10-10,pos,pos
i've just watched episode s | e of maid! maid tvtime,nataliaherrera,0,2021-10-10,pos,neu
so she left the baby in the car again by herself maid,barbaradrinkwat,0,2021-10-10,pos,neu
hooked on maidnetflix this past week. one episode to go and i do not want it to end. fantastic watch. hooked netflix maid,nwculturegal,1,2021-10-10,pos,pos
yeah alex was a pretty dumb cookie. she uprooted maddy from her grandpas bc of some shit that happened when she was  with nowhere to go. she could’ve at least stayed until she got another place. maid,prettypisces_1,0,2021-10-10,neg,neg
"watching maid on netflix about a young, hard-working mother trying to make a life for herself &amp; her yr old - how gov services &amp; the charity of others fail time &amp; again, placing them on the brink of disaster but we do not want an entitlementsociety do we _joemanchin?",piawiket,1,2021-10-10,neg,neg
protect this lady who helps run the dv shelter. she is so precious. maid,thestylisttt,3,2021-10-10,pos,pos
maid was so authentic. the mother/daughter relationship… wearywearywoozywoozy sheesh,richenfamous,0,2021-10-10,pos,neu
watching maid and whew. i just truly hate how partners put their significant others in abusive situations. love is not abuse. love is not control. smh.,johnnaedidthat,0,2021-10-10,pos,pos
maid brebes mili :’) not everyone nice to you has a good intentions. :),gladhystia,1,2021-10-10,pos,pos
andie macdowell is fabulous in maid. alex is played by her daughter. exploding headexploding head,daphnesheaves,9,2021-10-10,pos,pos
"binge watched maid yesterday afternoon. cried the entire  episodes. i do not think i've ever related so much to something. if you want a look into the vicious cycle of narcissism, traumabonding, depression, and abuse, look no further. they really could not have done better",_nerdy_glasses_,1,2021-10-10,neg,neg
i did not know if i could handle maid after a few episodes. i'm so glad i stuck it out to the end. puts things into perspective though.,annakharris,1,2021-10-10,pos,pos
still watching maid. i’m including it in my next syllabus,absthethinker,0,2021-10-10,pos,neu
really enjoying maid on netflix. excellent screenwriting and fantastic acting thumbs up light skin tone,margaretbmadden,5,2021-10-10,pos,pos
alex ou c en imbecile maid,sorayam01445137,0,2021-10-10,neg,neg
"same, but i kinda wanna scream at alex?! (ep ) maidnetflix maid",prlatina44,0,2021-10-10,pos,neg
the way alex is mom and dad sticks up for sean is sickening .the way her dad just sat there and let him talk to her like that .rage maid,badgyal_lisha,2,2021-10-10,neg,neg
definitely a must watch maid,misscumbackbihh,0,2021-10-10,pos,pos
just finished watching maid maidnetflix remembering everyone who did not make it out some of us are out but will never really be free domesticabuse emotionalabuse,2manywomenhurt,4,2021-10-10,neg,neg
about to watch maid since everyone is saying it is the best show that dropped this year maidnetflix,realcodaqueen,0,2021-10-10,pos,pos
yesterday i binged watched maid and now we are watching squidgame. i never binge watch so it is been nice to just do nothing.,teamklo,1,2021-10-10,pos,pos
do they even have cilantro in fake australia? maid,wendooku,0,2021-10-10,neg,neg
what is wrong with this girl maid! she is crazy af on this episode “thief”,bowbeforearie,0,2021-10-10,neg,neg
why tf is raymond ablack always being friend zoned?! that man is heart is just as beautiful as him . ill gladly take him as my man maidnetflix maid maidnetflix,nonnierosexo,1,2021-10-10,pos,pos
"oh wait, is this nick robinson??? maid",lynjaimeee,0,2021-10-10,pos,neu
"wow, watching maidonnetflix and they are singing bear hunt and it immediately took me back to vacation bible school in the  is - we sang that all the time. maid netflix",fsmmedia,0,2021-10-10,pos,pos
are we supposed to like this nate guy or what? he is doing nice things for alex but it also feels a little like he is doing it all to get in her pants? maid,theshiftyshadow,1,2021-10-10,pos,pos
so did she really eat the food then? or just imagine it? maid,jmy143,0,2021-10-10,pos,neu
i totally see so much of my mom in alex is mom character maid,tennillep,0,2021-10-10,pos,neu
on episode  of maid and just realized the twilight dad is her dad. exploding head,yesnodetroit,2,2021-10-10,pos,neu
for me the most emotional tv shows i've ever seen theforsytesaga maid maidnetflix,melosfaber,0,2021-10-10,pos,pos
on so many levels i could totally relate to the whole story maid netflix,iamtheeminx,0,2021-10-10,pos,neu
watching maid,joshiddlesleon,0,2021-10-10,pos,neu
i have a feeling this show maid gon blow me joy but imma continueee,raiy3l,0,2021-10-10,pos,pos
dang. the glow up of raymond ablack. swoons. from geeky degrassi kid to hunk. maid,inkprincess,0,2021-10-10,pos,neg
"do not get me wrong maid is a brilliant show, top  on netflix. the insights into family dynamics that this writers room dug into keep blowing my mind. that is why i can not stand it, this story gets under my skin in ways i just can not deal.",shagggz,0,2021-10-10,pos,pos
the soundtracks blue heart maid,fatima_mqm,0,2021-10-10,pos,pos
"wow, just finished maid on netflix and it was phenomenal. completely distressing bc of the subject matter yet an utterly beautiful story. andie mcdowell and margaret qualley were just absolutely brilliant.",starkeystardust,11,2021-10-10,pos,pos
binge watching maid relieved,official_aross,1,2021-10-10,pos,pos
"was not sure to start, but maid is pretty good on netflix",tvrav,40,2021-10-10,pos,pos
brilliant - relatable and i will sparkle. it is sad though how many say they support but actually do not and it is cos they do not understand. maid netflix brilliant series,gemjudicious,0,2021-10-10,pos,pos
"alex is so strong.she had a terrible life,but she fought for her daughter,she tried her best,she also was a great daughter! i would love to have her as a friend! her kindness,positivity,she is calm and so powerful at the same time. i will miss her so so much! maid maidnetflix",melosfaber,0,2021-10-10,pos,pos
"., question. maid was brilliant. took me back  years to my struggles &amp; it was great to see a light shone on emotional abuse, which can be just as damaging as physical. i'd often provoke fights just to get it over with. did that happen, as well, to you?",cocodabear,4,2021-10-10,pos,neg
why alex kissing sean and i want her to be with nate? maid,danzi519,0,2021-10-10,pos,pos
ep.  &amp; i’m crying again wearysob maid,taychantelxo,0,2021-10-10,neg,neg
maid .. going in ..,vonnyr7,3,2021-10-10,pos,neu
i finished maid. you all should watch it! almost every moment broke my heart and made me emotional. i cried so much in the last  episodes. i will miss alex broken heart it is so endless terrible that people have to face it all the time. more movies and tv shows should talk about it.,melosfaber,2,2021-10-10,neg,neg
maid episode  recap tv netflix maragretqualley tracyvilar nickrobinson raymondablack,reelmockery,0,2021-10-10,pos,neu
this scene got me ready to jump through the screen !!! i know they fucking lying. maid,kiddthhe,0,2021-10-10,neg,neg
"because of squidgame, maid is being left in the shadows. it deserves to be just as popular, if not more. the acting is fantastic and i am so grateful to find a show that has portrayed what abuse looks like beyond the lines of bodily harm. so many victims will relate.",themissnguyen,1,2021-10-10,pos,pos
crying at this show maidonnetflix maid really provides so much perspective on what true struggle looks like instead of the bs we complain about on the regular,p_izzleyo,0,2021-10-10,pos,neg
"maid is such a universal story of class oppression &amp; precarious existence that a major chunk of population faces,from which the middle class keeps its eyes averted. access  basic amenities,housing,free healthcare &amp; education is every is right. kudos to from india",007anarchist,0,2021-10-10,pos,pos
y’all need to watch maid,bvdgaljess,1,2021-10-10,pos,neu
enjoying maid on netflix. it is a tough watch in many parts but feels real.,kevindwriter,3,2021-10-10,pos,pos
huge recommend; maidnetflix maid a limited series about emotional and psychological abuse. very powerful… young women need to watch this.,firewifeyog1,8,2021-10-10,pos,neg
[done] s | e - maid - wow - maid - my user is: tvtime,timbertation,0,2021-10-10,pos,pos
this show just shows how shitty people are maidnetflix maid maidonnetflix,nonnierosexo,0,2021-10-10,pos,neg
my point is no matter the circumstances you can still choose to be good maid netflix,alibarbiepro,0,2021-10-10,pos,pos
the mom on maid drives me crazy,hausofdavid_,0,2021-10-10,neg,neg
not taylor swiftman joy maid,magsaccursia,0,2021-10-10,pos,neg
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-10,pos,neu
